"time_ns","signal"
-495.465528350516,-191.209677419355
-495.465528350516,-201.25
-495.465528350516,-211.290322580645
-495.465528350516,-221.33064516129
-495.465528350516,-231.370967741935
-495.465528350516,-241.41129032258
-495.465528350516,-251.451612903226
-495.465528350516,-261.491935483871
-494.663337628866,34.6975806451613
-494.663337628866,24.6572580645162
-494.663337628866,14.6169354838711
-494.663337628866,4.57661290322585
-494.663337628866,-5.46370967741927
-494.663337628866,-15.5040322580644
-494.663337628866,-25.5443548387096
-494.663337628866,-35.5846774193549
-494.663337628866,-45.625
-494.663337628866,-55.6653225806451
-494.663337628866,-65.7056451612902
-494.663337628866,-75.7459677419354
-494.663337628866,-85.7862903225805
-494.663337628866,-95.8266129032256
-494.663337628866,-105.866935483871
-494.663337628866,-115.907258064516
-494.663337628866,-125.947580645161
-494.663337628866,-133.477822580645
-493.861146907217,210.403225806452
-493.861146907217,200.362903225806
-493.861146907217,190.322580645161
-493.861146907217,180.282258064516
-493.861146907217,170.241935483871
-493.861146907217,160.201612903226
-493.861146907217,150.161290322581
-493.861146907217,140.120967741935
-493.861146907217,130.08064516129
-493.861146907217,120.040322580645
-493.861146907217,110
-493.861146907217,99.9596774193549
-493.861146907217,89.9193548387098
-493.861146907217,79.8790322580646
-493.861146907217,69.8387096774194
-493.861146907217,59.7983870967743
-493.861146907217,49.7580645161291
-493.861146907217,42.2278225806452
-493.058956185567,340.927419354839
-493.058956185567,330.887096774194
-493.058956185567,320.846774193548
-493.058956185567,310.806451612903
-493.058956185567,300.766129032258
-493.058956185567,290.725806451613
-493.058956185567,280.685483870968
-493.058956185567,270.645161290323
-493.058956185567,260.604838709677
-493.058956185567,250.564516129032
-493.058956185567,240.524193548387
-493.058956185567,230.483870967742
-493.058956185567,220.443548387097
-492.256765463918,421.25
-492.256765463918,411.209677419355
-492.256765463918,401.16935483871
-492.256765463918,391.129032258065
-492.256765463918,381.088709677419
-492.256765463918,371.048387096774
-492.256765463918,361.008064516129
-492.256765463918,350.967741935484
-491.454574742268,526.673387096774
-491.454574742268,516.633064516129
-491.454574742268,506.592741935484
-491.454574742268,496.552419354839
-491.454574742268,486.512096774194
-491.454574742268,476.471774193548
-491.454574742268,466.431451612903
-491.454574742268,456.391129032258
-491.454574742268,446.350806451613
-491.454574742268,436.310483870968
-491.454574742268,428.780241935484
-490.117590206186,601.975806451613
-490.251288659794,589.425403225806
-490.652384020619,581.895161290323
-490.652384020619,571.854838709677
-490.652384020619,561.814516129032
-490.652384020619,551.774193548387
-490.652384020619,541.733870967742
-490.652384020619,534.203629032258
-489.850193298969,617.036290322581
-489.04800257732,576.875
-489.04800257732,566.834677419355
-489.04800257732,556.79435483871
-489.04800257732,546.754032258065
-489.04800257732,536.713709677419
-489.04800257732,526.673387096774
-489.04800257732,516.633064516129
-489.04800257732,509.102822580645
-488.24581185567,501.572580645161
-488.24581185567,491.532258064516
-488.24581185567,481.491935483871
-488.24581185567,471.451612903226
-488.24581185567,461.411290322581
-488.24581185567,451.370967741935
-488.24581185567,441.33064516129
-488.24581185567,431.290322580645
-488.24581185567,423.760080645161
-487.443621134021,416.229838709677
-487.443621134021,406.189516129032
-487.443621134021,396.149193548387
-487.443621134021,386.108870967742
-487.443621134021,376.068548387097
-487.443621134021,366.028225806452
-487.443621134021,355.987903225806
-487.443621134021,345.947580645161
-487.443621134021,335.907258064516
-487.443621134021,325.866935483871
-487.443621134021,315.826612903226
-487.443621134021,305.786290322581
-487.443621134021,295.745967741935
-487.443621134021,285.70564516129
-487.443621134021,275.665322580645
-487.443621134021,265.625
-486.641430412371,255.584677419355
-486.641430412371,245.54435483871
-486.641430412371,235.504032258065
-486.641430412371,225.463709677419
-486.641430412371,215.423387096774
-486.641430412371,205.383064516129
-486.641430412371,195.342741935484
-486.641430412371,185.302419354839
-486.641430412371,175.262096774194
-486.641430412371,165.221774193548
-486.641430412371,155.181451612903
-486.641430412371,145.141129032258
-486.641430412371,135.100806451613
-486.641430412371,125.060483870968
-486.641430412371,115.020161290323
-486.641430412371,104.979838709677
-486.641430412371,94.9395161290323
-486.641430412371,84.8991935483872
-486.641430412371,74.858870967742
-486.641430412371,64.8185483870968
-486.641430412371,54.7782258064517
-486.641430412371,44.7379032258065
-486.641430412371,34.6975806451613
-486.641430412371,24.6572580645162
-485.839239690722,14.6169354838711
-485.839239690722,4.57661290322585
-485.839239690722,-5.46370967741927
-485.839239690722,-15.5040322580644
-485.839239690722,-25.5443548387096
-485.839239690722,-35.5846774193549
-485.839239690722,-45.625
-485.839239690722,-55.6653225806451
-485.839239690722,-65.7056451612902
-485.839239690722,-75.7459677419354
-485.839239690722,-85.7862903225805
-485.839239690722,-95.8266129032256
-485.839239690722,-105.866935483871
-485.839239690722,-115.907258064516
-485.839239690722,-125.947580645161
-485.839239690722,-135.987903225806
-485.839239690722,-146.028225806451
-485.839239690722,-156.068548387097
-485.839239690722,-166.108870967742
-485.839239690722,-176.149193548387
-485.839239690722,-186.189516129032
-485.839239690722,-196.229838709677
-485.839239690722,-206.270161290322
-485.839239690722,-213.800403225806
-485.037048969072,-221.33064516129
-485.037048969072,-231.370967741935
-485.037048969072,-241.41129032258
-485.037048969072,-251.451612903226
-485.037048969072,-261.491935483871
-485.037048969072,-271.532258064516
-485.037048969072,-281.572580645161
-485.037048969072,-291.612903225806
-485.037048969072,-301.653225806451
-485.037048969072,-311.693548387097
-485.037048969072,-321.733870967742
-485.037048969072,-331.774193548387
-485.037048969072,-341.814516129032
-485.037048969072,-351.854838709677
-485.037048969072,-361.895161290322
-485.037048969072,-369.425403225806
-484.234858247423,-376.95564516129
-484.234858247423,-386.995967741935
-484.234858247423,-397.03629032258
-484.234858247423,-407.076612903226
-484.234858247423,-417.116935483871
-484.234858247423,-427.157258064516
-484.234858247423,-437.197580645161
-484.234858247423,-447.237903225806
-484.234858247423,-457.278225806451
-483.432667525773,-467.318548387097
-483.432667525773,-477.358870967742
-483.432667525773,-487.399193548387
-483.432667525773,-497.439516129032
-480.223904639175,-427.157258064516
-480.223904639175,-437.197580645161
-480.223904639175,-447.237903225806
-480.223904639175,-457.278225806451
-480.223904639175,-467.318548387097
-480.223904639175,-477.358870967742
-480.223904639175,-487.399193548387
-480.223904639175,-497.439516129032
-479.421713917526,-271.532258064516
-479.421713917526,-281.572580645161
-479.421713917526,-291.612903225806
-479.421713917526,-301.653225806451
-479.421713917526,-311.693548387097
-479.421713917526,-321.733870967742
-479.421713917526,-331.774193548387
-479.421713917526,-341.814516129032
-479.421713917526,-351.854838709677
-479.421713917526,-361.895161290322
-479.421713917526,-371.935483870968
-479.421713917526,-381.975806451613
-479.421713917526,-392.016129032258
-479.421713917526,-402.056451612903
-479.421713917526,-412.096774193548
-479.421713917526,-419.627016129032
-478.619523195876,-95.8266129032256
-478.619523195876,-105.866935483871
-478.619523195876,-115.907258064516
-478.619523195876,-125.947580645161
-478.619523195876,-135.987903225806
-478.619523195876,-146.028225806451
-478.619523195876,-156.068548387097
-478.619523195876,-166.108870967742
-478.619523195876,-176.149193548387
-478.619523195876,-186.189516129032
-478.619523195876,-196.229838709677
-478.619523195876,-206.270161290322
-478.619523195876,-216.310483870968
-478.619523195876,-226.350806451613
-478.619523195876,-236.391129032258
-478.619523195876,-246.431451612903
-478.619523195876,-256.471774193548
-478.619523195876,-264.002016129032
-477.817332474227,34.6975806451613
-477.817332474227,24.6572580645162
-477.817332474227,14.6169354838711
-477.817332474227,4.57661290322585
-477.817332474227,-5.46370967741927
-477.817332474227,-15.5040322580644
-477.817332474227,-25.5443548387096
-477.817332474227,-35.5846774193549
-477.817332474227,-45.625
-477.817332474227,-55.6653225806451
-477.817332474227,-65.7056451612902
-477.817332474227,-75.7459677419354
-477.817332474227,-85.7862903225805
-477.015141752578,120.040322580645
-477.015141752578,110
-477.015141752578,99.9596774193549
-477.015141752578,89.9193548387098
-477.015141752578,79.8790322580646
-477.015141752578,69.8387096774194
-477.015141752578,59.7983870967743
-477.015141752578,49.7580645161291
-477.015141752578,42.2278225806452
-476.212951030928,255.584677419355
-476.212951030928,245.54435483871
-476.212951030928,235.504032258065
-476.212951030928,225.463709677419
-476.212951030928,215.423387096774
-476.212951030928,205.383064516129
-476.212951030928,195.342741935484
-476.212951030928,185.302419354839
-476.212951030928,175.262096774194
-476.212951030928,165.221774193548
-476.212951030928,155.181451612903
-476.212951030928,145.141129032258
-476.212951030928,135.100806451613
-476.212951030928,127.570564516129
-475.410760309279,421.25
-475.410760309279,411.209677419355
-475.410760309279,401.16935483871
-475.410760309279,391.129032258065
-475.410760309279,381.088709677419
-475.410760309279,371.048387096774
-475.410760309279,361.008064516129
-475.410760309279,350.967741935484
-475.410760309279,340.927419354839
-475.410760309279,330.887096774194
-475.410760309279,320.846774193548
-475.410760309279,310.806451612903
-475.410760309279,300.766129032258
-475.410760309279,290.725806451613
-475.410760309279,280.685483870968
-475.410760309279,270.645161290323
-475.410760309279,263.114919354839
-474.608569587629,551.774193548387
-474.608569587629,541.733870967742
-474.608569587629,531.693548387097
-474.608569587629,521.653225806452
-474.608569587629,511.612903225806
-474.608569587629,501.572580645161
-474.608569587629,491.532258064516
-474.608569587629,481.491935483871
-474.608569587629,471.451612903226
-474.608569587629,461.411290322581
-474.608569587629,451.370967741935
-474.608569587629,441.33064516129
-474.608569587629,431.290322580645
-473.80637886598,601.975806451613
-473.80637886598,591.935483870968
-473.80637886598,581.895161290323
-473.80637886598,571.854838709677
-473.80637886598,561.814516129032
-472.603092783505,608.251008064516
-472.201997422681,596.95564516129
-472.201997422681,586.915322580645
-472.201997422681,576.875
-472.201997422681,566.834677419355
-471.399806701031,556.79435483871
-471.399806701031,546.754032258065
-471.399806701031,536.713709677419
-471.399806701031,526.673387096774
-471.399806701031,516.633064516129
-471.399806701031,506.592741935484
-471.399806701031,496.552419354839
-471.399806701031,486.512096774194
-471.399806701031,476.471774193548
-471.399806701031,466.431451612903
-471.399806701031,456.391129032258
-471.399806701031,446.350806451613
-471.399806701031,436.310483870968
-471.399806701031,426.270161290323
-471.399806701031,418.739919354839
-470.597615979382,411.209677419355
-470.597615979382,401.16935483871
-470.597615979382,391.129032258065
-470.597615979382,381.088709677419
-470.597615979382,371.048387096774
-470.597615979382,361.008064516129
-470.597615979382,350.967741935484
-470.597615979382,340.927419354839
-470.597615979382,330.887096774194
-470.597615979382,320.846774193548
-470.597615979382,310.806451612903
-470.597615979382,300.766129032258
-470.597615979382,290.725806451613
-470.597615979382,280.685483870968
-470.597615979382,270.645161290323
-470.597615979382,260.604838709677
-470.597615979382,250.564516129032
-470.597615979382,240.524193548387
-470.597615979382,230.483870967742
-470.597615979382,220.443548387097
-470.597615979382,210.403225806452
-470.597615979382,202.872983870968
-469.795425257732,195.342741935484
-469.795425257732,185.302419354839
-469.795425257732,175.262096774194
-469.795425257732,165.221774193548
-469.795425257732,155.181451612903
-469.795425257732,145.141129032258
-469.795425257732,135.100806451613
-469.795425257732,125.060483870968
-469.795425257732,115.020161290323
-469.795425257732,104.979838709677
-469.795425257732,94.9395161290323
-469.795425257732,84.8991935483872
-469.795425257732,74.858870967742
-469.795425257732,64.8185483870968
-469.795425257732,54.7782258064517
-469.795425257732,44.7379032258065
-469.795425257732,34.6975806451613
-469.795425257732,24.6572580645162
-468.993234536083,14.6169354838711
-468.993234536083,4.57661290322585
-468.993234536083,-5.46370967741927
-468.993234536083,-15.5040322580644
-468.993234536083,-25.5443548387096
-468.993234536083,-35.5846774193549
-468.993234536083,-45.625
-468.993234536083,-55.6653225806451
-468.993234536083,-65.7056451612902
-468.993234536083,-75.7459677419354
-468.993234536083,-85.7862903225805
-468.993234536083,-95.8266129032256
-468.993234536083,-103.35685483871
-468.191043814433,-110.887096774193
-468.191043814433,-120.927419354839
-468.191043814433,-130.967741935484
-468.191043814433,-141.008064516129
-468.191043814433,-151.048387096774
-468.191043814433,-161.088709677419
-468.191043814433,-171.129032258064
-468.191043814433,-181.16935483871
-468.191043814433,-191.209677419355
-468.191043814433,-201.25
-468.191043814433,-211.290322580645
-468.191043814433,-221.33064516129
-468.191043814433,-231.370967741935
-468.191043814433,-241.41129032258
-468.191043814433,-251.451612903226
-468.191043814433,-261.491935483871
-468.191043814433,-271.532258064516
-467.388853092784,-281.572580645161
-467.388853092784,-291.612903225806
-467.388853092784,-301.653225806451
-467.388853092784,-311.693548387097
-467.388853092784,-321.733870967742
-467.388853092784,-331.774193548387
-467.388853092784,-341.814516129032
-467.388853092784,-351.854838709677
-467.388853092784,-361.895161290322
-467.388853092784,-371.935483870968
-467.388853092784,-381.975806451613
-467.388853092784,-392.016129032258
-467.388853092784,-402.056451612903
-467.388853092784,-412.096774193548
-467.388853092784,-422.137096774193
-467.388853092784,-432.177419354839
-467.388853092784,-442.217741935484
-467.388853092784,-452.258064516129
-466.586662371134,-462.298387096774
-466.586662371134,-472.338709677419
-466.586662371134,-482.379032258064
-466.586662371134,-492.41935483871
-463.377899484536,-386.995967741935
-463.377899484536,-397.03629032258
-463.377899484536,-407.076612903226
-463.377899484536,-417.116935483871
-463.377899484536,-427.157258064516
-463.377899484536,-437.197580645161
-463.377899484536,-447.237903225806
-463.377899484536,-457.278225806451
-463.377899484536,-467.318548387097
-463.377899484536,-477.358870967742
-463.377899484536,-487.399193548387
-463.377899484536,-497.439516129032
-462.575708762887,-226.350806451613
-462.575708762887,-236.391129032258
-462.575708762887,-246.431451612903
-462.575708762887,-256.471774193548
-462.575708762887,-266.512096774193
-462.575708762887,-276.552419354839
-462.575708762887,-286.592741935484
-462.575708762887,-296.633064516129
-462.575708762887,-306.673387096774
-462.575708762887,-316.713709677419
-462.575708762887,-326.754032258064
-462.575708762887,-336.79435483871
-462.575708762887,-346.834677419355
-462.575708762887,-356.875
-462.575708762887,-366.915322580645
-462.575708762887,-376.95564516129
-461.773518041237,-95.8266129032256
-461.773518041237,-105.866935483871
-461.773518041237,-115.907258064516
-461.773518041237,-125.947580645161
-461.773518041237,-135.987903225806
-461.773518041237,-146.028225806451
-461.773518041237,-156.068548387097
-461.773518041237,-166.108870967742
-461.773518041237,-176.149193548387
-461.773518041237,-186.189516129032
-461.773518041237,-196.229838709677
-461.773518041237,-206.270161290322
-461.773518041237,-216.310483870968
-460.971327319588,-5.46370967741927
-460.971327319588,-15.5040322580644
-460.971327319588,-25.5443548387096
-460.971327319588,-35.5846774193549
-460.971327319588,-45.625
-460.971327319588,-55.6653225806451
-460.971327319588,-65.7056451612902
-460.971327319588,-75.7459677419354
-460.971327319588,-85.7862903225805
-460.169136597938,120.040322580645
-460.169136597938,110
-460.169136597938,99.9596774193549
-460.169136597938,89.9193548387098
-460.169136597938,79.8790322580646
-460.169136597938,69.8387096774194
-460.169136597938,59.7983870967743
-460.169136597938,49.7580645161291
-460.169136597938,39.7177419354839
-460.169136597938,29.6774193548388
-460.169136597938,19.6370967741937
-460.169136597938,9.59677419354841
-460.169136597938,2.06653225806463
-459.366945876289,295.745967741935
-459.366945876289,285.70564516129
-459.366945876289,275.665322580645
-459.366945876289,265.625
-459.366945876289,255.584677419355
-459.366945876289,245.54435483871
-459.366945876289,235.504032258065
-459.366945876289,225.463709677419
-459.366945876289,215.423387096774
-459.366945876289,205.383064516129
-459.366945876289,195.342741935484
-459.366945876289,185.302419354839
-459.366945876289,175.262096774194
-459.366945876289,165.221774193548
-459.366945876289,155.181451612903
-459.366945876289,145.141129032258
-459.366945876289,135.100806451613
-459.366945876289,127.570564516129
-458.564755154639,461.411290322581
-458.564755154639,451.370967741935
-458.564755154639,441.33064516129
-458.564755154639,431.290322580645
-458.564755154639,421.25
-458.564755154639,411.209677419355
-458.564755154639,401.16935483871
-458.564755154639,391.129032258065
-458.564755154639,381.088709677419
-458.564755154639,371.048387096774
-458.564755154639,361.008064516129
-458.564755154639,350.967741935484
-458.564755154639,340.927419354839
-458.564755154639,330.887096774194
-458.564755154639,320.846774193548
-458.564755154639,310.806451612903
-458.564755154639,303.276209677419
-457.76256443299,551.774193548387
-457.76256443299,541.733870967742
-457.76256443299,531.693548387097
-457.76256443299,521.653225806452
-457.76256443299,511.612903225806
-457.76256443299,501.572580645161
-457.76256443299,491.532258064516
-457.76256443299,481.491935483871
-457.76256443299,471.451612903226
-456.96037371134,591.935483870968
-456.96037371134,581.895161290323
-456.96037371134,571.854838709677
-456.96037371134,561.814516129032
-456.158182989691,617.036290322581
-455.757087628866,604.485887096774
-456.158182989691,599.465725806452
-455.355992268041,591.935483870968
-455.355992268041,581.895161290323
-455.355992268041,571.854838709677
-455.355992268041,561.814516129032
-455.355992268041,551.774193548387
-455.355992268041,541.733870967742
-454.553801546392,531.693548387097
-454.553801546392,521.653225806452
-454.553801546392,511.612903225806
-454.553801546392,501.572580645161
-454.553801546392,491.532258064516
-454.553801546392,481.491935483871
-454.553801546392,471.451612903226
-454.553801546392,461.411290322581
-454.553801546392,451.370967741935
-454.553801546392,441.33064516129
-454.553801546392,431.290322580645
-454.553801546392,421.25
-454.553801546392,411.209677419355
-454.553801546392,401.16935483871
-454.553801546392,391.129032258065
-454.553801546392,381.088709677419
-454.553801546392,371.048387096774
-453.751610824742,361.008064516129
-453.751610824742,350.967741935484
-453.751610824742,340.927419354839
-453.751610824742,330.887096774194
-453.751610824742,320.846774193548
-453.751610824742,310.806451612903
-453.751610824742,300.766129032258
-453.751610824742,290.725806451613
-453.751610824742,280.685483870968
-453.751610824742,270.645161290323
-453.751610824742,260.604838709677
-453.751610824742,250.564516129032
-453.751610824742,240.524193548387
-453.751610824742,230.483870967742
-453.751610824742,220.443548387097
-453.751610824742,210.403225806452
-453.751610824742,202.872983870968
-452.949420103093,195.342741935484
-452.949420103093,185.302419354839
-452.949420103093,175.262096774194
-452.949420103093,165.221774193548
-452.949420103093,155.181451612903
-452.949420103093,145.141129032258
-452.949420103093,135.100806451613
-452.949420103093,125.060483870968
-452.949420103093,115.020161290323
-452.949420103093,104.979838709677
-452.949420103093,94.9395161290323
-452.949420103093,84.8991935483872
-452.147229381443,74.858870967742
-452.147229381443,64.8185483870968
-452.147229381443,54.7782258064517
-452.147229381443,44.7379032258065
-452.147229381443,34.6975806451613
-452.147229381443,24.6572580645162
-452.147229381443,14.6169354838711
-452.147229381443,4.57661290322585
-452.147229381443,-5.46370967741927
-452.147229381443,-15.5040322580644
-452.147229381443,-25.5443548387096
-452.147229381443,-35.5846774193549
-452.147229381443,-45.625
-452.147229381443,-55.6653225806451
-452.147229381443,-65.7056451612902
-452.147229381443,-75.7459677419354
-452.147229381443,-85.7862903225805
-452.147229381443,-95.8266129032256
-451.345038659794,-105.866935483871
-451.345038659794,-115.907258064516
-451.345038659794,-125.947580645161
-451.345038659794,-135.987903225806
-451.345038659794,-146.028225806451
-451.345038659794,-156.068548387097
-451.345038659794,-166.108870967742
-451.345038659794,-176.149193548387
-451.345038659794,-186.189516129032
-451.345038659794,-196.229838709677
-451.345038659794,-206.270161290322
-451.345038659794,-216.310483870968
-451.345038659794,-226.350806451613
-451.345038659794,-236.391129032258
-451.345038659794,-246.431451612903
-451.345038659794,-256.471774193548
-451.345038659794,-266.512096774193
-451.345038659794,-276.552419354839
-451.345038659794,-286.592741935484
-451.345038659794,-296.633064516129
-451.345038659794,-306.673387096774
-451.345038659794,-316.713709677419
-451.345038659794,-324.243951612903
-450.542847938145,-331.774193548387
-450.542847938145,-341.814516129032
-450.542847938145,-351.854838709677
-450.542847938145,-361.895161290322
-450.542847938145,-371.935483870968
-450.542847938145,-381.975806451613
-450.542847938145,-392.016129032258
-450.542847938145,-402.056451612903
-450.542847938145,-412.096774193548
-450.542847938145,-422.137096774193
-450.542847938145,-432.177419354839
-450.542847938145,-442.217741935484
-450.542847938145,-452.258064516129
-450.542847938145,-462.298387096774
-450.542847938145,-472.338709677419
-450.542847938145,-482.379032258064
-450.542847938145,-492.41935483871
-447.334085051547,-487.399193548387
-447.334085051547,-497.439516129032
-446.531894329897,-351.854838709677
-446.531894329897,-361.895161290322
-446.531894329897,-371.935483870968
-446.531894329897,-381.975806451613
-446.531894329897,-392.016129032258
-446.531894329897,-402.056451612903
-446.531894329897,-412.096774193548
-446.531894329897,-422.137096774193
-446.531894329897,-432.177419354839
-446.531894329897,-442.217741935484
-446.531894329897,-452.258064516129
-446.531894329897,-462.298387096774
-446.531894329897,-472.338709677419
-446.531894329897,-479.868951612903
-445.729703608248,-231.370967741935
-445.729703608248,-241.41129032258
-445.729703608248,-251.451612903226
-445.729703608248,-261.491935483871
-445.729703608248,-271.532258064516
-445.729703608248,-281.572580645161
-445.729703608248,-291.612903225806
-445.729703608248,-301.653225806451
-445.729703608248,-311.693548387097
-445.729703608248,-321.733870967742
-445.729703608248,-331.774193548387
-445.729703608248,-341.814516129032
-444.927512886598,-141.008064516129
-444.927512886598,-151.048387096774
-444.927512886598,-161.088709677419
-444.927512886598,-171.129032258064
-444.927512886598,-181.16935483871
-444.927512886598,-191.209677419355
-444.927512886598,-201.25
-444.927512886598,-211.290322580645
-444.927512886598,-221.33064516129
-444.125322164949,-10.4838709677418
-444.125322164949,-20.5241935483871
-444.125322164949,-30.5645161290322
-444.125322164949,-40.6048387096773
-444.125322164949,-50.6451612903224
-444.125322164949,-60.6854838709676
-444.125322164949,-70.7258064516129
-444.125322164949,-80.766129032258
-444.125322164949,-90.8064516129032
-444.125322164949,-100.846774193548
-444.125322164949,-110.887096774193
-444.125322164949,-120.927419354839
-444.125322164949,-130.967741935484
-443.323131443299,165.221774193548
-443.323131443299,155.181451612903
-443.323131443299,145.141129032258
-443.323131443299,135.100806451613
-443.323131443299,125.060483870968
-443.323131443299,115.020161290323
-443.323131443299,104.979838709677
-443.323131443299,94.9395161290323
-443.323131443299,84.8991935483872
-443.323131443299,74.858870967742
-443.323131443299,64.8185483870968
-443.323131443299,54.7782258064517
-443.323131443299,44.7379032258065
-443.323131443299,34.6975806451613
-443.323131443299,24.6572580645162
-443.323131443299,14.6169354838711
-443.323131443299,4.57661290322585
-443.323131443299,-2.95362903225805
-442.52094072165,340.927419354839
-442.52094072165,330.887096774194
-442.52094072165,320.846774193548
-442.52094072165,310.806451612903
-442.52094072165,300.766129032258
-442.52094072165,290.725806451613
-442.52094072165,280.685483870968
-442.52094072165,270.645161290323
-442.52094072165,260.604838709677
-442.52094072165,250.564516129032
-442.52094072165,240.524193548387
-442.52094072165,230.483870967742
-442.52094072165,220.443548387097
-442.52094072165,210.403225806452
-442.52094072165,200.362903225806
-442.52094072165,190.322580645161
-442.52094072165,180.282258064516
-442.52094072165,172.752016129032
-441.71875,461.411290322581
-441.71875,451.370967741935
-441.71875,441.33064516129
-441.71875,431.290322580645
-441.71875,421.25
-441.71875,411.209677419355
-441.71875,401.16935483871
-441.71875,391.129032258065
-441.71875,381.088709677419
-441.71875,371.048387096774
-441.71875,361.008064516129
-441.71875,350.967741935484
-440.916559278351,521.653225806452
-440.916559278351,511.612903225806
-440.916559278351,501.572580645161
-440.916559278351,491.532258064516
-440.916559278351,481.491935483871
-440.916559278351,471.451612903226
-440.114368556701,586.915322580645
-440.114368556701,576.875
-440.114368556701,566.834677419355
-440.114368556701,556.79435483871
-440.114368556701,546.754032258065
-440.114368556701,536.713709677419
-440.114368556701,529.183467741935
-439.312177835052,617.036290322581
-439.312177835052,606.995967741935
-438.911082474227,594.445564516129
-438.509987113402,581.895161290323
-438.509987113402,571.854838709677
-438.509987113402,561.814516129032
-438.509987113402,551.774193548387
-438.509987113402,541.733870967742
-438.509987113402,531.693548387097
-438.509987113402,521.653225806452
-438.509987113402,511.612903225806
-438.509987113402,504.082661290323
-437.707796391753,496.552419354839
-437.707796391753,486.512096774194
-437.707796391753,476.471774193548
-437.707796391753,466.431451612903
-437.707796391753,456.391129032258
-437.707796391753,446.350806451613
-437.707796391753,436.310483870968
-437.707796391753,426.270161290323
-437.707796391753,416.229838709677
-437.707796391753,406.189516129032
-437.707796391753,396.149193548387
-437.707796391753,386.108870967742
-437.707796391753,376.068548387097
-436.905605670103,366.028225806452
-436.905605670103,355.987903225806
-436.905605670103,345.947580645161
-436.905605670103,335.907258064516
-436.905605670103,325.866935483871
-436.905605670103,315.826612903226
-436.905605670103,305.786290322581
-436.905605670103,295.745967741935
-436.905605670103,285.70564516129
