"time_ns","signal"
-492.256765463918,160.201612903226
-492.256765463918,150.161290322581
-492.256765463918,140.120967741935
-492.256765463918,130.08064516129
-492.256765463918,120.040322580645
-491.454574742268,245.54435483871
-491.454574742268,235.504032258065
-491.454574742268,225.463709677419
-491.454574742268,215.423387096774
-491.454574742268,205.383064516129
-491.454574742268,197.852822580645
-490.652384020619,305.786290322581
-490.652384020619,295.745967741935
-490.652384020619,285.70564516129
-490.652384020619,275.665322580645
-490.652384020619,265.625
-490.652384020619,255.584677419355
-489.449097938145,343.4375
-489.850193298969,330.887096774194
-489.850193298969,320.846774193548
-489.850193298969,313.316532258065
-488.24581185567,335.907258064516
-486.641430412371,285.70564516129
-486.641430412371,275.665322580645
-486.641430412371,265.625
-485.839239690722,185.302419354839
-485.839239690722,175.262096774194
-485.839239690722,165.221774193548
-485.839239690722,155.181451612903
-485.839239690722,145.141129032258
-485.839239690722,135.100806451613
-485.839239690722,125.060483870968
-485.839239690722,115.020161290323
-485.839239690722,104.979838709677
-485.839239690722,94.9395161290323
-485.839239690722,84.8991935483872
-485.839239690722,74.858870967742
-485.839239690722,64.8185483870968
-485.037048969072,54.7782258064517
-485.037048969072,44.7379032258065
-485.037048969072,34.6975806451613
-485.037048969072,24.6572580645162
-485.037048969072,14.6169354838711
-485.037048969072,4.57661290322585
-485.037048969072,-5.46370967741927
-485.037048969072,-15.5040322580644
-485.037048969072,-25.5443548387096
-485.037048969072,-35.5846774193549
-485.037048969072,-43.1149193548385
-484.234858247423,-50.6451612903224
-484.234858247423,-60.6854838709676
-484.234858247423,-70.7258064516129
-484.234858247423,-80.766129032258
-484.234858247423,-90.8064516129032
-484.234858247423,-100.846774193548
-484.234858247423,-110.887096774193
-483.432667525773,-120.927419354839
-483.432667525773,-130.967741935484
-483.432667525773,-141.008064516129
-483.432667525773,-151.048387096774
-483.432667525773,-161.088709677419
-483.432667525773,-171.129032258064
-483.432667525773,-181.16935483871
-483.432667525773,-191.209677419355
-483.432667525773,-198.739919354839
-482.630476804124,-206.270161290322
-482.630476804124,-216.310483870968
-482.630476804124,-226.350806451613
-482.630476804124,-236.391129032258
-482.630476804124,-246.431451612903
-482.630476804124,-256.471774193548
-482.630476804124,-266.512096774193
-482.630476804124,-276.552419354839
-482.630476804124,-286.592741935484
-481.828286082474,-296.633064516129
-481.828286082474,-306.673387096774
-481.828286082474,-316.713709677419
-481.828286082474,-326.754032258064
-481.828286082474,-334.284274193548
-480.625,-340.559475806451
-478.619523195876,-271.532258064516
-478.619523195876,-281.572580645161
-478.619523195876,-291.612903225806
-477.817332474227,-110.887096774193
-477.817332474227,-120.927419354839
-477.817332474227,-130.967741935484
-477.817332474227,-141.008064516129
-477.817332474227,-151.048387096774
-477.817332474227,-161.088709677419
-477.817332474227,-171.129032258064
-477.817332474227,-181.16935483871
-477.817332474227,-191.209677419355
-477.817332474227,-201.25
-477.817332474227,-211.290322580645
-477.015141752578,-20.5241935483871
-477.015141752578,-30.5645161290322
-477.015141752578,-40.6048387096773
-477.015141752578,-50.6451612903224
-477.015141752578,-60.6854838709676
-477.015141752578,-70.7258064516129
-477.015141752578,-80.766129032258
-477.015141752578,-90.8064516129032
-477.015141752578,-100.846774193548
-476.212951030928,34.6975806451613
-476.212951030928,24.6572580645162
-476.212951030928,14.6169354838711
-476.212951030928,4.57661290322585
-476.212951030928,-5.46370967741927
-476.212951030928,-12.9939516129032
-475.410760309279,125.060483870968
-475.410760309279,115.020161290323
-475.410760309279,104.979838709677
-475.410760309279,94.9395161290323
-475.410760309279,84.8991935483872
-475.410760309279,74.858870967742
-475.410760309279,64.8185483870968
-475.410760309279,54.7782258064517
-475.410760309279,44.7379032258065
-474.608569587629,235.504032258065
-474.608569587629,225.463709677419
-474.608569587629,215.423387096774
-474.608569587629,205.383064516129
-474.608569587629,195.342741935484
-474.608569587629,185.302419354839
-474.608569587629,175.262096774194
-474.608569587629,165.221774193548
-474.608569587629,155.181451612903
-474.608569587629,145.141129032258
-474.608569587629,135.100806451613
-473.80637886598,310.806451612903
-473.80637886598,300.766129032258
-473.80637886598,290.725806451613
-473.80637886598,280.685483870968
-473.80637886598,270.645161290323
-473.80637886598,260.604838709677
-473.80637886598,250.564516129032
-473.80637886598,243.034274193548
-473.00418814433,345.947580645161
-473.00418814433,335.907258064516
-473.00418814433,325.866935483871
-473.00418814433,318.336693548387
-471.667203608248,356.824596774194
-469.795425257732,295.745967741935
-469.795425257732,285.70564516129
-469.795425257732,275.665322580645
-469.795425257732,265.625
-469.795425257732,255.584677419355
-469.795425257732,245.54435483871
-469.795425257732,235.504032258065
-469.795425257732,225.463709677419
-469.795425257732,215.423387096774
-469.795425257732,205.383064516129
-468.993234536083,195.342741935484
-468.993234536083,185.302419354839
-468.993234536083,175.262096774194
-468.993234536083,165.221774193548
-468.993234536083,155.181451612903
-468.993234536083,145.141129032258
-468.993234536083,135.100806451613
-468.993234536083,125.060483870968
-468.993234536083,115.020161290323
-468.993234536083,104.979838709677
-468.191043814433,94.9395161290323
-468.191043814433,84.8991935483872
-468.191043814433,74.858870967742
-468.191043814433,64.8185483870968
-468.191043814433,54.7782258064517
-468.191043814433,44.7379032258065
-468.191043814433,34.6975806451613
-468.191043814433,27.1673387096774
-467.388853092784,19.6370967741937
-467.388853092784,9.59677419354841
-467.388853092784,-0.443548387096712
-467.388853092784,-10.4838709677418
-467.388853092784,-20.5241935483871
-467.388853092784,-30.5645161290322
-467.388853092784,-40.6048387096773
-467.388853092784,-50.6451612903224
-467.388853092784,-60.6854838709676
-467.388853092784,-70.7258064516129
-467.388853092784,-78.2560483870966
-466.586662371134,-85.7862903225805
-466.586662371134,-95.8266129032256
-466.586662371134,-105.866935483871
-466.586662371134,-115.907258064516
-466.586662371134,-125.947580645161
-466.586662371134,-135.987903225806
-466.586662371134,-146.028225806451
-466.586662371134,-156.068548387097
-466.586662371134,-166.108870967742
-466.586662371134,-176.149193548387
-466.586662371134,-186.189516129032
-466.586662371134,-196.229838709677
-466.586662371134,-206.270161290322
-466.586662371134,-213.800403225806
-465.784471649485,-221.33064516129
-465.784471649485,-231.370967741935
-465.784471649485,-241.41129032258
-465.784471649485,-251.451612903226
-465.784471649485,-261.491935483871
-465.784471649485,-271.532258064516
-465.784471649485,-281.572580645161
-465.784471649485,-291.612903225806
-465.784471649485,-301.653225806451
-465.784471649485,-311.693548387097
-465.784471649485,-319.22379032258
-464.982280927835,-326.754032258064
-464.982280927835,-336.79435483871
-464.982280927835,-346.834677419355
-464.982280927835,-356.875
-464.982280927835,-364.405241935484
-463.645296391753,-371.935483870968
-461.773518041237,-226.350806451613
-461.773518041237,-236.391129032258
-461.773518041237,-246.431451612903
-461.773518041237,-256.471774193548
-461.773518041237,-266.512096774193
-461.773518041237,-276.552419354839
-461.773518041237,-286.592741935484
-461.773518041237,-296.633064516129
-460.971327319588,-95.8266129032256
-460.971327319588,-105.866935483871
-460.971327319588,-115.907258064516
-460.971327319588,-125.947580645161
-460.971327319588,-135.987903225806
-460.971327319588,-146.028225806451
-460.971327319588,-156.068548387097
-460.971327319588,-166.108870967742
-460.971327319588,-176.149193548387
-460.971327319588,-186.189516129032
-460.169136597938,-25.5443548387096
-460.169136597938,-35.5846774193549
-460.169136597938,-45.625
-460.169136597938,-55.6653225806451
-460.169136597938,-65.7056451612902
-460.169136597938,-75.7459677419354
-460.169136597938,-85.7862903225805
-459.366945876289,74.858870967742
-459.366945876289,64.8185483870968
-459.366945876289,54.7782258064517
-459.366945876289,44.7379032258065
-459.366945876289,34.6975806451613
-459.366945876289,24.6572580645162
-459.366945876289,14.6169354838711
-459.366945876289,4.57661290322585
-459.366945876289,-5.46370967741927
-459.366945876289,-15.5040322580644
-458.564755154639,180.282258064516
-458.564755154639,170.241935483871
-458.564755154639,160.201612903226
-458.564755154639,150.161290322581
-458.564755154639,140.120967741935
-458.564755154639,130.08064516129
-458.564755154639,120.040322580645
-458.564755154639,110
-458.564755154639,99.9596774193549
-458.564755154639,89.9193548387098
-458.564755154639,82.3891129032259
-457.76256443299,270.645161290323
-457.76256443299,260.604838709677
-457.76256443299,250.564516129032
-457.76256443299,240.524193548387
-457.76256443299,230.483870967742
-457.76256443299,220.443548387097
-457.76256443299,210.403225806452
-457.76256443299,200.362903225806
-457.76256443299,190.322580645161
-456.96037371134,325.866935483871
-456.96037371134,315.826612903226
-456.96037371134,305.786290322581
-456.96037371134,295.745967741935
-456.96037371134,285.70564516129
-456.96037371134,278.175403225806
-456.158182989691,345.947580645161
-456.158182989691,335.907258064516
-454.954896907217,353.477822580645
-454.553801546392,340.927419354839
-454.553801546392,333.397177419355
-452.949420103093,250.564516129032
-452.949420103093,240.524193548387
-452.949420103093,230.483870967742
-452.949420103093,220.443548387097
-452.949420103093,210.403225806452
-452.949420103093,202.872983870968
-452.147229381443,165.221774193548
-452.147229381443,155.181451612903
-452.147229381443,145.141129032258
-452.147229381443,135.100806451613
-452.147229381443,125.060483870968
-452.147229381443,115.020161290323
-452.147229381443,104.979838709677
-451.345038659794,94.9395161290323
-451.345038659794,84.8991935483872
-451.345038659794,74.858870967742
-451.345038659794,64.8185483870968
-451.345038659794,54.7782258064517
-451.345038659794,44.7379032258065
-451.345038659794,34.6975806451613
-451.345038659794,24.6572580645162
-451.345038659794,14.6169354838711
-451.345038659794,4.57661290322585
-451.345038659794,-5.46370967741927
-451.345038659794,-12.9939516129032
-450.542847938145,-20.5241935483871
-450.542847938145,-30.5645161290322
-450.542847938145,-40.6048387096773
-450.542847938145,-50.6451612903224
-450.542847938145,-60.6854838709676
-450.542847938145,-70.7258064516129
-450.542847938145,-80.766129032258
-450.542847938145,-90.8064516129032
-450.542847938145,-100.846774193548
-450.542847938145,-110.887096774193
-450.542847938145,-120.927419354839
-450.542847938145,-130.967741935484
-450.542847938145,-141.008064516129
-450.542847938145,-151.048387096774
-449.740657216495,-161.088709677419
-449.740657216495,-171.129032258064
-449.740657216495,-181.16935483871
-449.740657216495,-191.209677419355
-449.740657216495,-201.25
-449.740657216495,-211.290322580645
-449.740657216495,-221.33064516129
-449.740657216495,-231.370967741935
-449.740657216495,-241.41129032258
-449.740657216495,-251.451612903226
-449.740657216495,-261.491935483871
-449.740657216495,-271.532258064516
-449.740657216495,-281.572580645161
-448.938466494845,-291.612903225806
-448.938466494845,-301.653225806451
-448.938466494845,-311.693548387097
-448.938466494845,-321.733870967742
-448.938466494845,-331.774193548387
-448.938466494845,-341.814516129032
-448.938466494845,-351.854838709677
-448.938466494845,-361.895161290322
-448.136275773196,-371.935483870968
-448.136275773196,-381.975806451613
-448.136275773196,-392.016129032258
-447.334085051547,-402.056451612903
-447.334085051547,-412.096774193548
-447.334085051547,-419.627016129032
-445.729703608248,-351.854838709677
-445.729703608248,-361.895161290322
-445.729703608248,-371.935483870968
-445.729703608248,-379.465725806451
-444.927512886598,-231.370967741935
-444.927512886598,-241.41129032258
-444.927512886598,-251.451612903226
-444.927512886598,-261.491935483871
-444.125322164949,-141.008064516129
-444.125322164949,-148.538306451613
-443.323131443299,-10.4838709677418
-443.323131443299,-20.5241935483871
-443.323131443299,-30.5645161290322
-443.323131443299,-40.6048387096773
-443.323131443299,-50.6451612903224
-443.323131443299,-60.6854838709676
-443.323131443299,-68.2157258064515
-442.52094072165,165.221774193548
-442.52094072165,155.181451612903
-442.52094072165,145.141129032258
-442.52094072165,135.100806451613
-442.52094072165,125.060483870968
-442.52094072165,115.020161290323
-442.52094072165,104.979838709677
-442.52094072165,94.9395161290323
-442.52094072165,84.8991935483872
-442.52094072165,74.858870967742
-442.52094072165,64.8185483870968
-442.52094072165,54.7782258064517
-441.71875,320.846774193548
-441.71875,310.806451612903
-441.71875,300.766129032258
-441.71875,290.725806451613
-441.71875,280.685483870968
-441.71875,270.645161290323
-441.71875,260.604838709677
-441.71875,250.564516129032
-441.71875,240.524193548387
-441.71875,230.483870967742
-441.71875,220.443548387097
-441.71875,212.913306451613
-440.916559278351,366.028225806452
-440.916559278351,355.987903225806
-440.916559278351,345.947580645161
-440.916559278351,335.907258064516
-440.916559278351,328.377016129032
-440.114368556701,376.068548387097
-439.312177835052,386.108870967742
-438.509987113402,376.068548387097
-438.509987113402,366.028225806452
-438.509987113402,355.987903225806
-438.509987113402,348.457661290323
-437.707796391753,340.927419354839
-437.707796391753,330.887096774194
-437.707796391753,320.846774193548
-437.707796391753,310.806451612903
-437.707796391753,300.766129032258
-437.707796391753,290.725806451613
-437.707796391753,280.685483870968
-437.707796391753,270.645161290323
-436.905605670103,255.584677419355
-436.905605670103,245.54435483871
-436.905605670103,235.504032258065
-436.905605670103,225.463709677419
-436.905605670103,215.423387096774
-436.905605670103,205.383064516129
-436.905605670103,195.342741935484
-436.905605670103,187.8125
-435.301224226804,110
-435.301224226804,99.9596774193549
-435.301224226804,89.9193548387098
-435.301224226804,82.3891129032259
-434.499033505155,-0.443548387096712
-434.499033505155,-10.4838709677418
-434.499033505155,-20.5241935483871
-434.499033505155,-30.5645161290322
-434.499033505155,-40.6048387096773
-434.499033505155,-50.6451612903224
-434.499033505155,-60.6854838709676
-434.499033505155,-70.7258064516129
-434.499033505155,-80.766129032258
-434.499033505155,-90.8064516129032
-434.499033505155,-100.846774193548
-434.499033505155,-110.887096774193
-434.499033505155,-120.927419354839
-434.499033505155,-130.967741935484
-434.499033505155,-141.008064516129
-434.499033505155,-148.538306451613
-433.696842783505,-156.068548387097
-433.696842783505,-166.108870967742
-433.696842783505,-176.149193548387
-433.696842783505,-186.189516129032
-433.696842783505,-196.229838709677
-433.696842783505,-206.270161290322
-433.696842783505,-216.310483870968
-433.696842783505,-226.350806451613
-433.696842783505,-236.391129032258
-433.696842783505,-246.431451612903
-433.696842783505,-256.471774193548
-433.696842783505,-266.512096774193
-433.696842783505,-276.552419354839
-433.696842783505,-284.082661290322
-432.894652061856,-291.612903225806
-432.894652061856,-301.653225806451
-432.894652061856,-311.693548387097
-432.894652061856,-321.733870967742
-432.894652061856,-331.774193548387
-432.894652061856,-341.814516129032
-432.894652061856,-351.854838709677
-432.894652061856,-361.895161290322
-432.092461340206,-371.935483870968
-432.092461340206,-381.975806451613
-432.092461340206,-392.016129032258
-432.092461340206,-402.056451612903
-432.092461340206,-412.096774193548
-430.889175257732,-424.647177419355
-430.889175257732,-434.6875
-430.889175257732,-444.727822580645
-429.685889175258,-344.324596774193
-428.883698453608,-251.451612903226
-428.883698453608,-261.491935483871
-427.279317010309,-146.028225806451
-427.279317010309,-156.068548387097
-427.279317010309,-163.59879032258
-426.47712628866,29.6774193548388
-426.47712628866,19.6370967741937
-426.47712628866,9.59677419354841
-426.47712628866,-0.443548387096712
-426.47712628866,-10.4838709677418
-426.47712628866,-20.5241935483871
-426.47712628866,-28.0544354838709
-425.67493556701,210.403225806452
-425.67493556701,200.362903225806
-425.67493556701,190.322580645161
-425.67493556701,180.282258064516
-425.67493556701,170.241935483871
-425.67493556701,160.201612903226
-425.67493556701,152.671370967742
-424.872744845361,340.927419354839
-424.872744845361,330.887096774194
-424.872744845361,320.846774193548
-424.872744845361,310.806451612903
-424.872744845361,300.766129032258
-424.872744845361,293.235887096774
-424.070554123711,411.209677419355
-424.070554123711,401.16935483871
-424.070554123711,391.129032258065
-424.070554123711,381.088709677419
-424.070554123711,373.558467741935
-422.867268041237,441.33064516129
-422.867268041237,432.545362903226
-423.268363402062,421.25
-422.466172680413,451.370967741935
-421.663981958763,426.270161290323
-421.663981958763,416.229838709677
-421.663981958763,406.189516129032
-421.663981958763,396.149193548387
-421.663981958763,386.108870967742
-421.663981958763,376.068548387097
-421.663981958763,368.538306451613
-420.861791237114,361.008064516129
-420.861791237114,350.967741935484
-420.861791237114,340.927419354839
-420.861791237114,330.887096774194
-420.861791237114,320.846774193548
-420.861791237114,310.806451612903
-420.861791237114,300.766129032258
-420.861791237114,290.725806451613
-420.861791237114,283.195564516129
-420.059600515464,260.604838709677
-420.059600515464,250.564516129032
-420.059600515464,240.524193548387
-420.059600515464,230.483870967742
-420.059600515464,220.443548387097
-420.059600515464,212.913306451613
-418.455219072165,79.8790322580646
-418.455219072165,69.8387096774194
-418.455219072165,59.7983870967743
-418.455219072165,49.7580645161291
-418.455219072165,39.7177419354839
-418.455219072165,29.6774193548388
-418.455219072165,22.1471774193549
-417.653028350516,-95.8266129032256
-417.653028350516,-105.866935483871
-417.653028350516,-115.907258064516
-417.653028350516,-125.947580645161
-417.653028350516,-135.987903225806
-417.653028350516,-146.028225806451
-417.653028350516,-156.068548387097
-417.653028350516,-166.108870967742
-417.653028350516,-176.149193548387
-417.653028350516,-186.189516129032
-417.653028350516,-196.229838709677
-417.653028350516,-206.270161290322
-417.653028350516,-213.800403225806
-416.850837628866,-266.512096774193
-416.850837628866,-276.552419354839
-416.850837628866,-286.592741935484
-416.850837628866,-296.633064516129
-416.850837628866,-306.673387096774
-416.850837628866,-316.713709677419
-416.850837628866,-326.754032258064
-416.850837628866,-336.79435483871
-416.850837628866,-346.834677419355
-416.850837628866,-356.875
-416.048646907217,-366.915322580645
-416.048646907217,-376.95564516129
-416.048646907217,-386.995967741935
-416.048646907217,-397.03629032258
-416.048646907217,-407.076612903226
-416.048646907217,-417.116935483871
-415.246456185567,-427.157258064516
-415.246456185567,-437.197580645161
-415.246456185567,-447.237903225806
-415.246456185567,-457.278225806451
-415.246456185567,-467.318548387097
-415.246456185567,-474.84879032258
-414.444265463918,-482.379032258064
-414.444265463918,-492.41935483871
-412.839884020619,-459.788306451613
-411.23550257732,-271.532258064516
-411.23550257732,-281.572580645161
-411.23550257732,-291.612903225806
-411.23550257732,-301.653225806451
-411.23550257732,-311.693548387097
-410.43331185567,-100.846774193548
-410.43331185567,-110.887096774193
-410.43331185567,-120.927419354839
-410.43331185567,-130.967741935484
-410.43331185567,-141.008064516129
-410.43331185567,-151.048387096774
-410.43331185567,-161.088709677419
-410.43331185567,-171.129032258064
-410.43331185567,-181.16935483871
-409.631121134021,69.8387096774194
-409.631121134021,59.7983870967743
-409.631121134021,49.7580645161291
-409.631121134021,39.7177419354839
-409.631121134021,29.6774193548388
-409.631121134021,19.6370967741937
-409.631121134021,12.1068548387098
-408.828930412371,315.826612903226
-408.828930412371,305.786290322581
-408.828930412371,202.872983870968
-407.224548969072,421.25
-407.224548969072,411.209677419355
-407.224548969072,401.16935483871
-407.224548969072,391.129032258065
-407.224548969072,383.598790322581
-406.021262886598,504.082661290323
-406.422358247423,491.532258064516
-406.422358247423,481.491935483871
-406.422358247423,471.451612903226
-406.422358247423,461.411290322581
-404.817976804124,496.552419354839
-404.817976804124,489.022177419355
-404.015786082474,418.739919354839
-402.411404639175,270.645161290323
-402.411404639175,260.604838709677
-402.411404639175,250.564516129032
-402.411404639175,240.524193548387
-402.411404639175,230.483870967742
-402.411404639175,220.443548387097
-402.411404639175,210.403225806452
-401.609213917526,84.8991935483872
-401.609213917526,74.858870967742
-401.609213917526,64.8185483870968
-401.609213917526,54.7782258064517
-401.609213917526,44.7379032258065
-401.609213917526,34.6975806451613
-401.609213917526,24.6572580645162
-401.609213917526,14.6169354838711
-401.609213917526,4.57661290322585
-401.609213917526,-5.46370967741927
-401.609213917526,-15.5040322580644
-401.609213917526,-25.5443548387096
-401.609213917526,-35.5846774193549
-400.807023195876,-70.7258064516129
-400.807023195876,-80.766129032258
-400.807023195876,-90.8064516129032
-400.807023195876,-100.846774193548
-400.807023195876,-110.887096774193
-400.807023195876,-120.927419354839
-400.807023195876,-130.967741935484
-400.807023195876,-141.008064516129
-400.807023195876,-151.048387096774
-400.807023195876,-161.088709677419
-400.807023195876,-168.618951612903
-400.004832474227,-176.149193548387
-400.004832474227,-186.189516129032
-400.004832474227,-196.229838709677
-400.004832474227,-206.270161290322
-400.004832474227,-216.310483870968
-400.004832474227,-226.350806451613
-400.004832474227,-236.391129032258
-400.004832474227,-246.431451612903
-400.004832474227,-256.471774193548
-400.004832474227,-266.512096774193
-400.004832474227,-276.552419354839
-400.004832474227,-286.592741935484
-400.004832474227,-296.633064516129
-400.004832474227,-304.163306451613
-399.202641752577,-311.693548387097
-399.202641752577,-321.733870967742
-399.202641752577,-331.774193548387
-399.202641752577,-341.814516129032
-399.202641752577,-351.854838709677
-399.202641752577,-361.895161290322
-399.202641752577,-371.935483870968
-399.202641752577,-381.975806451613
-399.202641752577,-392.016129032258
-399.202641752577,-402.056451612903
-399.202641752577,-412.096774193548
-399.202641752577,-422.137096774193
-399.202641752577,-432.177419354839
-399.202641752577,-442.217741935484
-399.202641752577,-452.258064516129
-398.400451030928,-462.298387096774
-398.400451030928,-472.338709677419
-398.400451030928,-482.379032258064
-398.400451030928,-492.41935483871
-395.19168814433,-392.016129032258
-395.19168814433,-402.056451612903
-395.19168814433,-412.096774193548
-395.19168814433,-422.137096774193
-395.19168814433,-432.177419354839
-395.19168814433,-442.217741935484
-395.19168814433,-452.258064516129
-395.19168814433,-462.298387096774
-395.19168814433,-472.338709677419
-395.19168814433,-479.868951612903
-394.389497422681,-231.370967741935
-394.389497422681,-241.41129032258
-394.389497422681,-251.451612903226
-394.389497422681,-261.491935483871
-394.389497422681,-271.532258064516
-394.389497422681,-281.572580645161
-394.389497422681,-291.612903225806
-394.389497422681,-301.653225806451
-394.389497422681,-311.693548387097
-394.389497422681,-321.733870967742
-394.389497422681,-331.774193548387
-394.389497422681,-341.814516129032
-393.587306701031,-100.846774193548
-393.587306701031,-110.887096774193
-393.587306701031,-120.927419354839
-393.587306701031,-130.967741935484
-393.587306701031,-141.008064516129
-393.587306701031,-151.048387096774
-393.587306701031,-161.088709677419
-392.785115979382,-12.9939516129032
-391.982925257732,115.020161290323
-391.982925257732,104.979838709677
-391.982925257732,94.9395161290323
-391.982925257732,87.4092741935484
-391.180734536083,290.725806451613
-391.180734536083,280.685483870968
-391.180734536083,270.645161290323
-391.180734536083,260.604838709677
-391.180734536083,250.564516129032
-391.180734536083,240.524193548387
-391.180734536083,230.483870967742
-391.180734536083,220.443548387097
-390.378543814433,451.370967741935
-390.378543814433,441.33064516129
-390.378543814433,431.290322580645
-390.378543814433,421.25
-390.378543814433,411.209677419355
-390.378543814433,401.16935483871
-390.378543814433,391.129032258065
-390.378543814433,381.088709677419
-390.378543814433,371.048387096774
-390.378543814433,361.008064516129
-389.576353092784,491.532258064516
-389.576353092784,481.491935483871
-389.576353092784,471.451612903226
-389.576353092784,461.411290322581
-388.373067010309,511.612903225806
-388.774162371134,501.572580645161
-387.971971649485,521.653225806452
-386.367590206186,426.270161290323
-386.367590206186,416.229838709677
-386.367590206186,406.189516129032
-386.367590206186,396.149193548387
-386.367590206186,386.108870967742
-386.367590206186,376.068548387097
-385.565399484536,285.70564516129
-385.565399484536,275.665322580645
-385.565399484536,265.625
-385.565399484536,255.584677419355
-385.565399484536,245.54435483871
-385.565399484536,235.504032258065
-385.565399484536,225.463709677419
-385.565399484536,215.423387096774
-385.565399484536,207.89314516129
-384.763208762887,150.161290322581
-384.763208762887,140.120967741935
-384.763208762887,130.08064516129
-384.763208762887,120.040322580645
-384.763208762887,110
-384.763208762887,99.9596774193549
-384.763208762887,89.9193548387098
-383.961018041237,49.7580645161291
-383.961018041237,39.7177419354839
-383.961018041237,29.6774193548388
-383.961018041237,19.6370967741937
-383.961018041237,9.59677419354841
-383.961018041237,-0.443548387096712
-383.961018041237,-10.4838709677418
-383.961018041237,-20.5241935483871
-383.961018041237,-30.5645161290322
-383.961018041237,-40.6048387096773
-383.961018041237,-50.6451612903224
-383.961018041237,-60.6854838709676
-383.961018041237,-70.7258064516129
-383.961018041237,-80.766129032258
-383.961018041237,-90.8064516129032
-383.158827319588,-115.907258064516
-383.158827319588,-125.947580645161
-383.158827319588,-135.987903225806
-383.158827319588,-146.028225806451
-383.158827319588,-156.068548387097
-383.158827319588,-166.108870967742
-383.158827319588,-176.149193548387
-383.158827319588,-186.189516129032
-383.158827319588,-196.229838709677
-383.158827319588,-206.270161290322
-383.158827319588,-216.310483870968
-383.158827319588,-226.350806451613
-383.158827319588,-236.391129032258
-383.158827319588,-246.431451612903
-383.158827319588,-256.471774193548
-383.158827319588,-266.512096774193
-383.158827319588,-276.552419354839
-383.158827319588,-286.592741935484
-383.158827319588,-296.633064516129
-383.158827319588,-306.673387096774
-383.158827319588,-316.713709677419
-382.356636597938,-331.774193548387
-382.356636597938,-341.814516129032
-382.356636597938,-351.854838709677
-382.356636597938,-361.895161290322
-382.356636597938,-371.935483870968
-382.356636597938,-381.975806451613
-382.356636597938,-392.016129032258
-382.356636597938,-402.056451612903
-382.356636597938,-412.096774193548
-382.356636597938,-422.137096774193
-382.356636597938,-432.177419354839
-382.356636597938,-442.217741935484
-382.356636597938,-452.258064516129
-382.356636597938,-462.298387096774
-382.356636597938,-472.338709677419
-382.356636597938,-482.379032258064
-382.356636597938,-492.41935483871
-378.345682989691,-361.895161290322
